Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
1AL_Z.带电,"DB185,D3024.1",Boolean,1,RO,1000,,,,,,,,,,1AL-Z产品仓照明电源,
1AL_Z.挂牌,"DB185,DBW3378",Short,1,R/W,1000,,,,,,,,,,1AL-Z产品仓照明电源,
1AP.带电,"DB185,D2610.1",Boolean,1,RO,1000,,,,,,,,,,1AP主厂房照明电源,
1AP.挂牌,"DB185,DBW2918",Short,1,R/W,1000,,,,,,,,,,1AP主厂房照明电源,
1AP1.带电,"DB185,D3042.1",Boolean,1,RO,1000,,,,,,,,,,1AP主厂房照明电源1,
1AP1.挂牌,"DB185,DBW3398",Short,1,R/W,1000,,,,,,,,,,1AP主厂房照明电源1,
301.带电,"DB185,D36.1",Boolean,1,RO,1000,,,,,,,,,,301原煤皮带,
301.电源,I2.2,Boolean,1,RO,500,,,,,,,,,,原煤储煤场送至主厂房带式输送机,
301.挂牌,"DB185,DBW58",Short,1,R/W,1000,,,,,,,,,,301原煤皮带,
301.急停,I2.2,Boolean,1,RO,500,,,,,,,,,,原煤储煤场送至主厂房带式输送机,
301.运行,I2.2,Boolean,1,RO,500,,,,,,,,,,原煤储煤场送至主厂房带式输送机,
301.综保故障,I2.2,Boolean,1,RO,500,,,,,,,,,,原煤储煤场送至主厂房带式输送机,
302.带电,"DB185,D702.1",Boolean,1,RO,1000,,,,,,,,,,302电磁除铁器,
302.电源,I2.2,Boolean,1,RO,500,,,,,,,,,,原煤储煤场送至主厂房带式输送机,
302.挂牌,"DB185,DBW798",Short,1,R/W,1000,,,,,,,,,,302电磁除铁器,
302.急停,I2.2,Boolean,1,RO,500,,,,,,,,,,原煤储煤场送至主厂房带式输送机,
302.运行,I2.2,Boolean,1,RO,500,,,,,,,,,,原煤储煤场送至主厂房带式输送机,
302.综保故障,I2.2,Boolean,1,RO,500,,,,,,,,,,原煤储煤场送至主厂房带式输送机,
303.带电,"DB185,D738.1",Boolean,1,RO,1000,,,,,,,,,,303分级筛,
303.挂牌,"DB185,DBW838",Short,1,R/W,1000,,,,,,,,,,303分级筛,
303/A.带电,"DB185,D666.1",Boolean,1,RO,1000,,,,,,,,,,303/A电液闸门,
303/A.挂牌,"DB185,DBW758",Short,1,R/W,1000,,,,,,,,,,303/A电液闸门,
304.带电,"DB185,D720.1",Boolean,1,RO,1000,,,,,,,,,,304分级筛,
304.挂牌,"DB185,DBW818",Short,1,R/W,1000,,,,,,,,,,304分级筛,
304/A.带电,"DB185,D684.1",Boolean,1,RO,1000,,,,,,,,,,304/A电液闸门,
304/A.挂牌,"DB185,DBW778",Short,1,R/W,1000,,,,,,,,,,304/A电液闸门,
305.带电,"DB185,D1044.1",Boolean,1,RO,1000,,,,,,,,,,305脱泥筛,
305.挂牌,"DB185,DBW1178",Short,1,R/W,1000,,,,,,,,,,305脱泥筛,
306.带电,"DB185,D1026.1",Boolean,1,RO,1000,,,,,,,,,,306脱泥筛,
306.挂牌,"DB185,DBW1158",Short,1,R/W,1000,,,,,,,,,,306脱泥筛,
307.带电,"DB185,D1008.1",Boolean,1,RO,1000,,,,,,,,,,307浅槽,
307.挂牌,"DB185,DBW1138",Short,1,R/W,1000,,,,,,,,,,307浅槽,
308A.带电,"DB185,D1206.1",Boolean,1,RO,1000,,,,,,,,,,308A精煤脱介筛,
308A.挂牌,"DB185,DBW1358",Short,1,R/W,1000,,,,,,,,,,308A精煤脱介筛,
308B.带电,"DB185,D1188.1",Boolean,1,RO,1000,,,,,,,,,,308B精煤脱介筛,
308B.挂牌,"DB185,DBW1338",Short,1,R/W,1000,,,,,,,,,,308B精煤脱介筛,
309.带电,"DB185,D846.1",Boolean,1,RO,1000,,,,,,,,,,309主电机,
309.挂牌,"DB185,DBW958",Short,1,R/W,1000,,,,,,,,,,309主电机,
309/A.带电,"DB185,D1152.1",Boolean,1,RO,1000,,,,,,,,,,309/A电液闸门,
309/A.挂牌,"DB185,DBW1298",Short,1,R/W,1000,,,,,,,,,,309/A电液闸门,
309Y.带电,"DB185,D774.1",Boolean,1,RO,1000,,,,,,,,,,309Y油泵,
309Y.挂牌,"DB185,DBW878",Short,1,R/W,1000,,,,,,,,,,309Y油泵,
310.带电,"DB185,D828.1",Boolean,1,RO,1000,,,,,,,,,,310主电机,
310.挂牌,"DB185,DBW938",Short,1,R/W,1000,,,,,,,,,,310主电机,
310/A.带电,"DB185,D1134.1",Boolean,1,RO,1000,,,,,,,,,,310/A电液闸门,
310/A.挂牌,"DB185,DBW1278",Short,1,R/W,1000,,,,,,,,,,310/A电液闸门,
310Y.带电,"DB185,D756.1",Boolean,1,RO,1000,,,,,,,,,,310Y油泵,
310Y.挂牌,"DB185,DBW858",Short,1,R/W,1000,,,,,,,,,,310Y油泵,
310Z1.带电,"DB185,D792.1",Boolean,1,RO,1000,,,,,,,,,,310Z1振动电机,
310Z1.挂牌,"DB185,DBW898",Short,1,R/W,1000,,,,,,,,,,310Z1振动电机,
310Z2.带电,"DB185,D810.1",Boolean,1,RO,1000,,,,,,,,,,310Z2振动电机,
310Z2.挂牌,"DB185,DBW918",Short,1,R/W,1000,,,,,,,,,,310Z2振动电机,
311a.带电,"DB185,D108.1",Boolean,1,RO,1000,,,,,,,,,,311a精煤破碎机,
311a.挂牌,"DB185,DBW138",Short,1,R/W,1000,,,,,,,,,,311a精煤破碎机,
311b.带电,"DB185,D126.1",Boolean,1,RO,1000,,,,,,,,,,311b精煤破碎机,
311b.挂牌,"DB185,DBW158",Short,1,R/W,1000,,,,,,,,,,311b精煤破碎机,
311Y.带电,"DB185,D90.1",Boolean,1,RO,1000,,,,,,,,,,311Y油泵,
311Y.挂牌,"DB185,DBW118",Short,1,R/W,1000,,,,,,,,,,311Y油泵,
312.带电,"DB185,D1170.1",Boolean,1,RO,1000,,,,,,,,,,312矸石脱介筛,
312.挂牌,"DB185,DBW1318",Short,1,R/W,1000,,,,,,,,,,312矸石脱介筛,
316.带电,"DB185,D1602.1",Boolean,1,RO,1000,,,,,,,,,,316块煤磁尾泵,
316.挂牌,"DB185,DBW1798",Short,1,R/W,1000,,,,,,,,,,316块煤磁尾泵,
316f.带电,"DB185,D1512.1",Boolean,1,RO,1000,,,,,,,,,,316f风扇电机,
316f.挂牌,"DB185,DBW1698",Short,1,R/W,1000,,,,,,,,,,316f风扇电机,
317.带电,"DB185,D918.1",Boolean,1,RO,1000,,,,,,,,,,317磁选机,
317.挂牌,"DB185,DBW1038",Short,1,R/W,1000,,,,,,,,,,317磁选机,
318.带电,"DB185,D900.1",Boolean,1,RO,1000,,,,,,,,,,318磁选机,
318.挂牌,"DB185,DBW1018",Short,1,R/W,1000,,,,,,,,,,318磁选机,
319.带电,"DB185,D882.1",Boolean,1,RO,1000,,,,,,,,,,319磁选机,
319.挂牌,"DB185,DBW998",Short,1,R/W,1000,,,,,,,,,,319磁选机,
31AP1.带电,"DB185,D2754.1",Boolean,1,RO,1000,,,,,,,,,,31AP1煤样室电源,
31AP1.挂牌,"DB185,DBW3078",Short,1,R/W,1000,,,,,,,,,,31AP1煤样室电源,
31AP3.带电,"DB185,D2862.1",Boolean,1,RO,1000,,,,,,,,,,31AP3配电箱电源,
31AP3.挂牌,"DB185,DBW3198",Short,1,R/W,1000,,,,,,,,,,31AP3配电箱电源,
31M4X.带电,"DB185,D2718.1",Boolean,1,RO,1000,,,,,,,,,,31M4X变电所照明电源,
31M4X.挂牌,"DB185,DBW3038",Short,1,R/W,1000,,,,,,,,,,31M4X变电所照明电源,
31WYB.带电,"DB185,D2880.1",Boolean,1,RO,1000,,,,,,,,,,31WYB消防水泵,
31WYB.挂牌,"DB185,DBW3218",Short,1,R/W,1000,,,,,,,,,,31WYB消防水泵,
320.带电,"DB185,D936.1",Boolean,1,RO,1000,,,,,,,,,,320刮板机,
320.挂牌,"DB185,DBW1058",Short,1,R/W,1000,,,,,,,,,,320刮板机,
321.带电,"DB185,D954.1",Boolean,1,RO,1000,,,,,,,,,,321刮板机,
321.挂牌,"DB185,DBW1078",Short,1,R/W,1000,,,,,,,,,,321刮板机,
323A.带电,"DB185,D1080.1",Boolean,1,RO,1000,,,,,,,,,,323A加介泵,
323A.挂牌,"DB185,DBW1218",Short,1,R/W,1000,,,,,,,,,,323A加介泵,
323B.带电,"DB185,D1062.1",Boolean,1,RO,1000,,,,,,,,,,323B加介泵,
323B.挂牌,"DB185,DBW1198",Short,1,R/W,1000,,,,,,,,,,323B加介泵,
324a.带电,"DB185,D162.1",Boolean,1,RO,1000,,,,,,,,,,324a原煤破碎机,
324a.挂牌,"DB185,DBW198",Short,1,R/W,1000,,,,,,,,,,324a原煤破碎机,
324b.带电,"DB185,D180.1",Boolean,1,RO,1000,,,,,,,,,,324b原煤破碎机,
324b.挂牌,"DB185,DBW218",Short,1,R/W,1000,,,,,,,,,,324b原煤破碎机,
324Y.带电,"DB185,D144.1",Boolean,1,RO,1000,,,,,,,,,,324Y油泵,
324Y.挂牌,"DB185,DBW178",Short,1,R/W,1000,,,,,,,,,,324Y油泵,
325.带电,"DB185,D2592.1",Boolean,1,RO,1000,,,,,,,,,,325起重机,
325.挂牌,"DB185,DBW2898",Short,1,R/W,1000,,,,,,,,,,325起重机,
326.带电,"DB185,D972.1",Boolean,1,RO,1000,,,,,,,,,,326电动葫芦,
326.挂牌,"DB185,DBW1098",Short,1,R/W,1000,,,,,,,,,,326电动葫芦,
327.带电,"DB185,D990.1",Boolean,1,RO,1000,,,,,,,,,,327排污泵,
327.挂牌,"DB185,DBW1118",Short,1,R/W,1000,,,,,,,,,,327排污泵,
328.带电,"DB185,D2160.1",Boolean,1,RO,1000,,,,,,,,,,328轴封水泵,
328.挂牌,"DB185,DBW2418",Short,1,R/W,1000,,,,,,,,,,328轴封水泵,
332.带电,"DB185,D1620.1",Boolean,1,RO,1000,,,,,,,,,,332旋流器入料泵,
332.挂牌,"DB185,DBW1818",Short,1,R/W,1000,,,,,,,,,,332旋流器入料泵,
332f.带电,"DB185,D1530.1",Boolean,1,RO,1000,,,,,,,,,,332f风扇电机,
332f.挂牌,"DB185,DBW1718",Short,1,R/W,1000,,,,,,,,,,332f风扇电机,
334.带电,"DB185,D1890.1",Boolean,1,RO,1000,,,,,,,,,,334高频叠层筛,
334.挂牌,"DB185,DBW2118",Short,1,R/W,1000,,,,,,,,,,334高频叠层筛,
336.带电,"DB185,D1944.1",Boolean,1,RO,1000,,,,,,,,,,336主电机,
336.挂牌,"DB185,DBW2178",Short,1,R/W,1000,,,,,,,,,,336主电机,
336y.带电,"DB185,D1926.1",Boolean,1,RO,1000,,,,,,,,,,336y油泵电机,
336y.挂牌,"DB185,DBW2158",Short,1,R/W,1000,,,,,,,,,,336y油泵电机,
338.带电,"DB185,D2556.1",Boolean,1,RO,1000,,,,,,,,,,338清水泵,
338.挂牌,"DB185,DBW2858",Short,1,R/W,1000,,,,,,,,,,338清水泵,
338f.带电,"DB185,D2034.1",Boolean,1,RO,1000,,,,,,,,,,338f风扇电机,
338f.挂牌,"DB185,DBW2278",Short,1,R/W,1000,,,,,,,,,,338f风扇电机,
341.带电,"DB185,D1746.1",Boolean,1,RO,1000,,,,,,,,,,341搅拌电机,
341.挂牌,"DB185,DBW1958",Short,1,R/W,1000,,,,,,,,,,341搅拌电机,
342.带电,"DB185,D1692.1",Boolean,1,RO,1000,,,,,,,,,,342压滤机入料泵,
342.挂牌,"DB185,DBW1898",Short,1,R/W,1000,,,,,,,,,,342压滤机入料泵,
343.带电,"DB185,D1674.1",Boolean,1,RO,1000,,,,,,,,,,343压滤机入料泵,
343.挂牌,"DB185,DBW1878",Short,1,R/W,1000,,,,,,,,,,343压滤机入料泵,
345.带电,"DB185,D2340.1",Boolean,1,RO,1000,,,,,,,,,,345压榨水泵电源,
345.挂牌,"DB185,DBW2618",Short,1,R/W,1000,,,,,,,,,,345压榨水泵电源,
347.带电,"DB185,D1782.1",Boolean,1,RO,1000,,,,,,,,,,347中高压压滤机,
347.挂牌,"DB185,DBW1998",Short,1,R/W,1000,,,,,,,,,,347中高压压滤机,
348.带电,"DB185,D1764.1",Boolean,1,RO,1000,,,,,,,,,,348中高压压滤机,
348.挂牌,"DB185,DBW1978",Short,1,R/W,1000,,,,,,,,,,348中高压压滤机,
349.带电,"DB185,D1836.1",Boolean,1,RO,1000,,,,,,,,,,349刮板输送机,
349.挂牌,"DB185,DBW2058",Short,1,R/W,1000,,,,,,,,,,349刮板输送机,
350.带电,"DB185,D1818.1",Boolean,1,RO,1000,,,,,,,,,,350煤泥刮板输送机,
350.挂牌,"DB185,DBW2038",Short,1,R/W,1000,,,,,,,,,,350煤泥刮板输送机,
351.带电,"DB185,D1800.1",Boolean,1,RO,1000,,,,,,,,,,351煤泥刮板输送机,
351.挂牌,"DB185,DBW2018",Short,1,R/W,1000,,,,,,,,,,351煤泥刮板输送机,
352.带电,"DB185,D2016.1",Boolean,1,RO,1000,,,,,,,,,,352煤泥破碎机,
352.挂牌,"DB185,DBW2258",Short,1,R/W,1000,,,,,,,,,,352煤泥破碎机,
352y.带电,"DB185,D1962.1",Boolean,1,RO,1000,,,,,,,,,,352y油泵电机,
352y.挂牌,"DB185,DBW2198",Short,1,R/W,1000,,,,,,,,,,352y油泵电机,
353.带电,"DB185,D2142.1",Boolean,1,RO,1000,,,,,,,,,,353煤泥转载皮带,
353.挂牌,"DB185,DBW2398",Short,1,R/W,1000,,,,,,,,,,353煤泥转载皮带,
354.带电,"DB185,D2088.1",Boolean,1,RO,1000,,,,,,,,,,354压滤排污泵,
354.挂牌,"DB185,DBW2338",Short,1,R/W,1000,,,,,,,,,,354压滤排污泵,
356.带电,"DB185,D2214.1",Boolean,1,RO,1000,,,,,,,,,,356轴封水泵,
356.挂牌,"DB185,DBW2478",Short,1,R/W,1000,,,,,,,,,,356轴封水泵,
357.带电,"DB185,D864.1",Boolean,1,RO,1000,,,,,,,,,,357管道泵,
357.挂牌,"DB185,DBW978",Short,1,R/W,1000,,,,,,,,,,357管道泵,
361.带电,"DB185,D1584.1",Boolean,1,RO,1000,,,,,,,,,,361低压风机,
361.挂牌,"DB185,DBW1778",Short,1,R/W,1000,,,,,,,,,,361低压风机,
363A.带电,"DB185,D1566.1",Boolean,1,RO,1000,,,,,,,,,,363A高压风机,
363A.挂牌,"DB185,DBW1758",Short,1,R/W,1000,,,,,,,,,,363A高压风机,
363B.带电,"DB185,D1548.1",Boolean,1,RO,1000,,,,,,,,,,363B高压风机,
363B.挂牌,"DB185,DBW1738",Short,1,R/W,1000,,,,,,,,,,363B高压风机,
371.带电,"DB185,D2070.1",Boolean,1,RO,1000,,,,,,,,,,371加药装置,
371.挂牌,"DB185,DBW2318",Short,1,R/W,1000,,,,,,,,,,371加药装置,
372.带电,"DB185,D2052.1",Boolean,1,RO,1000,,,,,,,,,,372加药装置,
372.挂牌,"DB185,DBW2298",Short,1,R/W,1000,,,,,,,,,,372加药装置,
401.带电,"DB185,D2196.1",Boolean,1,RO,1000,,,,,,,,,,401浓缩机,
401.挂牌,"DB185,DBW2458",Short,1,R/W,1000,,,,,,,,,,401浓缩机,
402.带电,"DB185,D2250.1",Boolean,1,RO,1000,,,,,,,,,,402底流泵,
402.挂牌,"DB185,DBW2518",Short,1,R/W,1000,,,,,,,,,,402底流泵,
403.带电,"DB185,D2232.1",Boolean,1,RO,1000,,,,,,,,,,403底流泵,
403.挂牌,"DB185,DBW2498",Short,1,R/W,1000,,,,,,,,,,403底流泵,
404.带电,"DB185,D18.1",Boolean,1,RO,1000,,,,,,,,,,404循环水泵,
404.挂牌,"DB185,DBW38",Short,1,R/W,1000,,,,,,,,,,404循环水泵,
405.带电,"DB185,D2268.1",Boolean,1,RO,1000,,,,,,,,,,405冲洗水泵,
405.挂牌,"DB185,DBW2538",Short,1,R/W,1000,,,,,,,,,,405冲洗水泵,
406A.带电,"DB185,D2124.1",Boolean,1,RO,1000,,,,,,,,,,406A浓缩池排污泵,
406A.挂牌,"DB185,DBW2378",Short,1,R/W,1000,,,,,,,,,,406A浓缩池排污泵,
406B.带电,"DB185,D2106.1",Boolean,1,RO,1000,,,,,,,,,,406B浓缩池排污泵,
406B.挂牌,"DB185,DBW2358",Short,1,R/W,1000,,,,,,,,,,406B浓缩池排污泵,
407.带电,"DB185,D2178.1",Boolean,1,RO,1000,,,,,,,,,,407电动葫芦,
407.挂牌,"DB185,DBW2438",Short,1,R/W,1000,,,,,,,,,,407电动葫芦,
701.带电,"DB185,D1728.1",Boolean,1,RO,1000,,,,,,,,,,701带式输送机,
701.挂牌,"DB185,DBW1938",Short,1,R/W,1000,,,,,,,,,,701带式输送机,
701B.带电,"DB185,D2322.1",Boolean,1,RO,1000,,,,,,,,,,701B混煤采样,
701B.挂牌,"DB185,DBW2598",Short,1,R/W,1000,,,,,,,,,,701B混煤采样,
701L.带电,"DB185,D1872.1",Boolean,1,RO,1000,,,,,,,,,,701L皮带拉紧装置,
701L.挂牌,"DB185,DBW2098",Short,1,R/W,1000,,,,,,,,,,701L皮带拉紧装置,
702.带电,"DB185,D1710.1",Boolean,1,RO,1000,,,,,,,,,,702带式输送机,
702.挂牌,"DB185,DBW1918",Short,1,R/W,1000,,,,,,,,,,702带式输送机,
702B.带电,"DB185,D2304.1",Boolean,1,RO,1000,,,,,,,,,,702B精煤采样,
702B.挂牌,"DB185,DBW2578",Short,1,R/W,1000,,,,,,,,,,702B精煤采样,
702L.带电,"DB185,D1854.1",Boolean,1,RO,1000,,,,,,,,,,702L皮带拉紧装置,
702L.挂牌,"DB185,DBW2078",Short,1,R/W,1000,,,,,,,,,,702L皮带拉紧装置,
711a.带电,"DB185,D2394.1",Boolean,1,RO,1000,,,,,,,,,,711a分级筛,
711a.挂牌,"DB185,DBW2678",Short,1,R/W,1000,,,,,,,,,,711a分级筛,
711b.带电,"DB185,D2376.1",Boolean,1,RO,1000,,,,,,,,,,711b分级筛,
711b.挂牌,"DB185,DBW2658",Short,1,R/W,1000,,,,,,,,,,711b分级筛,
711FB.带电,"DB185,D2286.1",Boolean,1,RO,1000,,,,,,,,,,711FB电业翻板,
711FB.挂牌,"DB185,DBW2558",Short,1,R/W,1000,,,,,,,,,,711FB电业翻板,
711y.带电,"DB185,D2358.1",Boolean,1,RO,1000,,,,,,,,,,711y油泵电机,
711y.挂牌,"DB185,DBW2638",Short,1,R/W,1000,,,,,,,,,,711y油泵电机,
712.带电,"DB185,D1656.1",Boolean,1,RO,1000,,,,,,,,,,712刮板输送机,
712.挂牌,"DB185,DBW1858",Short,1,R/W,1000,,,,,,,,,,712刮板输送机,
712AZ.带电,"DB185,D2520.1",Boolean,1,RO,1000,,,,,,,,,,712AZ液压站,
712AZ.挂牌,"DB185,DBW2818",Short,1,R/W,1000,,,,,,,,,,712AZ液压站,
712CZ.带电,"DB185,D2538.1",Boolean,1,RO,1000,,,,,,,,,,712CZ液压站,
712CZ.挂牌,"DB185,DBW2838",Short,1,R/W,1000,,,,,,,,,,712CZ液压站,
712EZ.带电,"DB185,D2484.1",Boolean,1,RO,1000,,,,,,,,,,712EZ液压站,
712EZ.挂牌,"DB185,DBW2778",Short,1,R/W,1000,,,,,,,,,,712EZ液压站,
712GZ.带电,"DB185,D2502.1",Boolean,1,RO,1000,,,,,,,,,,712GZ液压站,
712GZ.挂牌,"DB185,DBW2798",Short,1,R/W,1000,,,,,,,,,,712GZ液压站,
713.带电,"DB185,D1638.1",Boolean,1,RO,1000,,,,,,,,,,713刮板输送机,
713.挂牌,"DB185,DBW1838",Short,1,R/W,1000,,,,,,,,,,713刮板输送机,
